query	qLen	target	tLen	qCov	tCov	qstart	qend	tstart	tend	fid_orig	xid	hid	tid	fid	xname	hname	tname	fname	PHROGS1_function	PHROGS2_function	RBP-cluster	RBP-class	TF-class	evalue	bits	domain	Genome_name	Morphology
REC_026_KL5KL8_PROTEIN_40	749	198885	374	0.46	0.95	304	648	3	357	207.2.1.83	207	207.2	207.2.1	207.2.1.83	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_120	***  tail fiber protein	***  tail spike protein	RBP93	tailspike depolymerase with fiber-like elements		4.059e-07	222	207.2.1:Pectin lyase-like	REC_026_KL5KL8	Podovirus
REC_026_KL5KL8_PROTEIN_41	684	1395398	463	0.82	0.98	22	583	5	457	207.2.1.28	207	207.2	207.2.1	207.2.1.28	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_28	*    tail spike protein	*    tail fiber protein	RBP98	tailspike depolymerase		1.841e-05	139	207.2.1:Pectin lyase-like	REC_026_KL5KL8	Podovirus
REC_027_KL5_PROTEIN_35	857	184984	515	0.66	0.98	182	750	3	507	207.2.1.28	207	207.2	207.2.1	207.2.1.28	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_28	***  tail spike protein	***  tail fiber protein	RBP98	tailspike depolymerase		9.792e-05	134	207.2.1:Pectin lyase-like	REC_027_KL5	Siphovirus
REC_028_KL51_PROTEIN_293	1237	137980	119	0.09	0.97	1108	1224	3	118	3240.1.1.4	3240	3240.1	3240.1.1	3240.1.1.4	NO_X_NAME	NO_H_NAME	Intramolecular chaperone domain in virus tail spike protein	Peptidase_S74	-    tail fiber protein	***  tail spike protein	RBP37	tailspike depolymerase with fiber-like elements		4.306e-07	338	3240.1.1:Intramolecular chaperone domain in virus tail spike protein	REC_028_KL51	Jumbophage
REC_028_KL51_PROTEIN_293	1237	1563551	156	0.13	0.9	13	168	2	141	3856.1.1.1	3856	3856.1	3856.1.1	3856.1.1.1	NO_X_NAME	NO_H_NAME	Putative tailspike protein Orf210 N-terminal domain	EUF07849	-    tail fiber protein	***  tail spike protein	RBP37	tailspike depolymerase with fiber-like elements		1.222e-06	214	3856.1.1:Putative tailspike protein Orf210 N-terminal domain	REC_028_KL51	Jumbophage
REC_028_KL51_PROTEIN_293	1237	2409669	376	0.38	0.95	177	648	2	357	207.2.1.119	207	207.2	207.2.1	207.2.1.119	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	UNK_F_TYPE	-    tail fiber protein	***  tail spike protein	RBP37	tailspike depolymerase with fiber-like elements		0.0001864	118	207.2.1:Pectin lyase-like	REC_028_KL51	Jumbophage
REC_028_KL51_PROTEIN_295	809	137131	444	0.6	0.91	117	600	22	426	207.2.1.28	207	207.2	207.2.1	207.2.1.28	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_28	***  tail fiber protein	***  tail spike protein	RBP25	tailspike depolymerase		3.577e-06	187	207.2.1:Pectin lyase-like	REC_028_KL51	Jumbophage
REC_028_KL51_PROTEIN_296	648	2485645	88	0.12	0.88	91	167	12	88	3856.1.2.1	3856	3856.1	3856.1.2	3856.1.2.1	NO_X_NAME	NO_H_NAME	tailspike protein Orf211 N-terminal domain	UNK_F_TYPE	***  tail fiber protein	***  EPS depolymerase	RBP27	tailspike depolymerase		0.0004807	214	3856.1.2:tailspike protein Orf211 N-terminal domain	REC_028_KL51	Jumbophage
REC_028_KL51_PROTEIN_296	648	1546258	313	0.57	0.94	156	523	2	294	207.2.1.121	207	207.2	207.2.1	207.2.1.121	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	UNK_F_TYPE	***  tail fiber protein	***  EPS depolymerase	RBP27	tailspike depolymerase		0.0009617	86	207.2.1:Pectin lyase-like	REC_028_KL51	Jumbophage
REC_028_KL51_PROTEIN_298	1127	137980	119	0.13	0.93	979	1120	7	117	3240.1.1.4	3240	3240.1	3240.1.1	3240.1.1.4	NO_X_NAME	NO_H_NAME	Intramolecular chaperone domain in virus tail spike protein	Peptidase_S74	-    tail fiber protein	***  tail spike protein	RBP37	tailspike depolymerase with fiber-like elements		2.295e-06	279	3240.1.1:Intramolecular chaperone domain in virus tail spike protein	REC_028_KL51	Jumbophage
REC_028_KL51_PROTEIN_298	1127	1563551	156	0.1	0.71	15	128	4	114	3856.1.1.1	3856	3856.1	3856.1.1	3856.1.1.1	NO_X_NAME	NO_H_NAME	Putative tailspike protein Orf210 N-terminal domain	EUF07849	-    tail fiber protein	***  tail spike protein	RBP37	tailspike depolymerase with fiber-like elements		0.0006626	135	3856.1.1:Putative tailspike protein Orf210 N-terminal domain	REC_028_KL51	Jumbophage
REC_028_KL51_PROTEIN_301	840	1395398	463	0.49	0.95	338	746	18	459	207.2.1.28	207	207.2	207.2.1	207.2.1.28	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_28	***  tail fiber protein	***  colanic acid degradation	RBP137	tailspike depolymerase		2.739e-07	261	207.2.1:Pectin lyase-like	REC_028_KL51	Jumbophage
REC_028_KL51_PROTEIN_302	804	1395398	463	0.49	0.85	272	663	18	411	207.2.1.28	207	207.2	207.2.1	207.2.1.28	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_28	***  colanic acid degradation	***  tail fiber protein	RBP138	tailspike depolymerase		6.83e-09	355	207.2.1:Pectin lyase-like	REC_028_KL51	Jumbophage
REC_028_KL51_PROTEIN_303	881	198885	374	0.37	0.96	324	647	2	359	207.2.1.83	207	207.2	207.2.1	207.2.1.83	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_120	***  tail fiber protein	***  haemolysin-type calcium binding	RBP139	tailspike depolymerase with fiber-like elements		3.541e-07	147	207.2.1:Pectin lyase-like	REC_028_KL51	Jumbophage
REC_028_KL51_PROTEIN_369	371	1400716	217	0.44	0.95	205	366	10	215	10.2.1.43	10	10.2	10.2.1	10.2.1.43	jelly-roll	NO_H_NAME	Nucleoplasmin-like/VP (viral coat and capsid proteins)	Rhv_3	***  tail fiber protein	*    collagen like minor tail	RBP122	TC10-like tail fiber in alcyoneusvirus		0.0008771	75	10.2.1:Nucleoplasmin-like/VP (viral coat and capsid proteins)	REC_028_KL51	Jumbophage
REC_028_KL51_PROTEIN_405	595	2491354	96	0.15	0.97	504	595	4	96	4182.1.1.3	4182	4182.1	4182.1.1	4182.1.1.3	Agglutinin HPA-like	NO_H_NAME	Agglutinin HPA-like	EUF07833	***  tail fiber protein	**   virion structural protein	RBP141	RaK2 gp98-like		2.21e-07	302	4182.1.1:Agglutinin HPA-like	REC_028_KL51	Jumbophage
REC_029_KL54_PROTEIN_555	715	1142	168	0.26	0.95	529	713	9	168	10.1.2.349	10	10.1	10.1.2	10.1.2.349	jelly-roll	Concanavalin A-like	Galactose-binding domain-like	CBM_4_9_1	***  tail fiber protein	***  tail spike protein	RBP24	tailspike depolymerase		1.508e-05	185	10.1.2:Galactose-binding domain-like	REC_029_KL54	Jumbophage
REC_029_KL54_PROTEIN_555	715	1144443	458	0.48	0.9	167	508	2	412	207.2.1.28	207	207.2	207.2.1	207.2.1.28	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_28	***  tail fiber protein	***  tail spike protein	RBP24	tailspike depolymerase		0.0001645	128	207.2.1:Pectin lyase-like	REC_029_KL54	Jumbophage
REC_029_KL54_PROTEIN_557	584	198885	374	0.57	1.0	102	436	2	374	207.2.1.83	207	207.2	207.2.1	207.2.1.83	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_120	***  tail fiber protein	***  tail spike protein	RBP8	tailspike depolymerase		6.773e-07	242	207.2.1:Pectin lyase-like	REC_029_KL54	Jumbophage
REC_029_KL54_PROTEIN_558	779	137980	119	0.15	0.97	657	772	3	117	3240.1.1.4	3240	3240.1	3240.1.1	3240.1.1.4	NO_X_NAME	NO_H_NAME	Intramolecular chaperone domain in virus tail spike protein	Peptidase_S74	***  tail fiber protein	***  tail spike protein	RBP120	tailspike depolymerase with fiber-like elements		6.024e-08	382	3240.1.1:Intramolecular chaperone domain in virus tail spike protein	REC_029_KL54	Jumbophage
REC_029_KL54_PROTEIN_558	779	2546335	402	0.44	0.83	124	465	8	339	207.2.1.28	207	207.2	207.2.1	207.2.1.28	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_28	***  tail fiber protein	***  tail spike protein	RBP120	tailspike depolymerase with fiber-like elements		0.0003928	114	207.2.1:Pectin lyase-like	REC_029_KL54	Jumbophage
REC_029_KL54_PROTEIN_561	767	198885	374	0.44	0.99	268	608	2	373	207.2.1.83	207	207.2	207.2.1	207.2.1.83	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_120	***  tail fiber protein	***  tail spike protein	RBP23	tailspike depolymerase with fiber-like elements		2.945e-07	250	207.2.1:Pectin lyase-like	REC_029_KL54	Jumbophage
REC_029_KL54_PROTEIN_63	371	1211	255	0.45	0.87	199	364	8	228	10.2.1.220	10	10.2	10.2.1	10.2.1.220	jelly-roll	NO_H_NAME	Nucleoplasmin-like/VP (viral coat and capsid proteins)	Rhv_4	***  tail fiber protein	*    collagen like minor tail	RBP122	TC10-like tail fiber in alcyoneusvirus		0.000872	80	10.2.1:Nucleoplasmin-like/VP (viral coat and capsid proteins)	REC_029_KL54	Jumbophage
REC_030_KL56KN3_PROTEIN_36	791	135790	333	0.42	0.89	338	669	10	305	5.1.4.44	5	5.1	5.1.4	5.1.4.44	beta-propeller-like	beta-propeller	7-bladed	ANAPC4_WD40_6	***  tail protein	*    unknown function	RBP1	T7 gp12 nozzle-like	TC2	2.421e-05	126	5.1.4:7-bladed	REC_030_KL56KN3	Podovirus
REC_030_KL56KN3_PROTEIN_41	792	1144443	458	0.63	0.98	293	792	1	449	207.2.1.28	207	207.2	207.2.1	207.2.1.28	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_28	***  tail fiber protein	***  EPS depolymerase	RBP90	tailspike depolymerase		2.321e-09	239	207.2.1:Pectin lyase-like	REC_030_KL56KN3	Podovirus
REC_030_KL56KN3_PROTEIN_42	678	2409669	376	0.6	0.9	32	440	2	340	207.2.1.119	207	207.2	207.2.1	207.2.1.119	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	UNK_F_TYPE	***  tail fiber protein	***  EPS depolymerase	RBP24	tailspike depolymerase		3.055e-06	201	207.2.1:Pectin lyase-like	REC_030_KL56KN3	Podovirus
REC_030_KL56KN3_PROTEIN_42	678	2409668	163	0.27	0.91	493	678	15	163	10.1.2.16	10	10.1	10.1.2	10.1.2.16	jelly-roll	Concanavalin A-like	Galactose-binding domain-like	CBM_4_9	***  tail fiber protein	***  EPS depolymerase	RBP24	tailspike depolymerase		1.285e-05	162	10.1.2:Galactose-binding domain-like	REC_030_KL56KN3	Podovirus
REC_031_KL57_PROTEIN_41	721	1144443	458	0.5	0.91	171	530	2	418	207.2.1.28	207	207.2	207.2.1	207.2.1.28	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_28	***  tail fiber protein	***  tail spike protein	RBP87	tailspike depolymerase		6.288e-08	211	207.2.1:Pectin lyase-like	REC_031_KL57	Myovirus
REC_032_KL57_PROTEIN_42	791	2879001	313	0.38	0.78	280	578	8	251	5.1.4.312	5	5.1	5.1.4	5.1.4.312	beta-propeller-like	beta-propeller	7-bladed	ANAPC4_WD40_8	***  tail protein	*    unknown function	RBP1	T7 gp12 nozzle-like	TC2	6.869e-05	133	5.1.4:7-bladed	REC_032_KL57	Podovirus
REC_032_KL57_PROTEIN_47	843	1144443	458	0.44	0.89	302	672	1	407	207.2.1.28	207	207.2	207.2.1	207.2.1.28	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_28	***  tail spike protein	***  tail fiber protein	RBP87	tailspike depolymerase		2.068e-07	215	207.2.1:Pectin lyase-like	REC_032_KL57	Podovirus
REC_033_KL57_PROTEIN_63	783	184984	515	0.52	0.85	199	607	2	439	207.2.1.28	207	207.2	207.2.1	207.2.1.28	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_28	***  tail fiber protein	***  tail spike protein	RBP87	tailspike depolymerase		4.501e-09	254	207.2.1:Pectin lyase-like	REC_033_KL57	Podovirus
REC_033_KL57_PROTEIN_63	783	135289	118	0.1	0.64	8	86	19	94	11.1.1.2524	11	11.1	11.1.1	11.1.1.2524	Immunoglobulin-like beta-sandwich	Immunoglobulin-related	Immunoglobulin/Fibronectin type III/E set domains/PapD-like	Calx-beta	***  tail fiber protein	***  tail spike protein	RBP87	tailspike depolymerase		0.0002967	213	11.1.1:Immunoglobulin/Fibronectin type III/E set domains/PapD-like	REC_033_KL57	Podovirus
REC_033_KL57_PROTEIN_63	783	224025	156	0.21	0.97	618	783	6	156	10.1.2.70	10	10.1	10.1.2	10.1.2.70	jelly-roll	Concanavalin A-like	Galactose-binding domain-like	EUF07616	***  tail fiber protein	***  tail spike protein	RBP87	tailspike depolymerase		0.0007854	101	10.1.2:Galactose-binding domain-like	REC_033_KL57	Podovirus
REC_034_KL62_PROTEIN_30	692	184984	515	0.63	0.97	175	608	3	501	207.2.1.28	207	207.2	207.2.1	207.2.1.28	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_28	***  tail fiber protein	**   tail protein	RBP73	tailspike depolymerase		4.683e-06	210	207.2.1:Pectin lyase-like	REC_034_KL62	Siphovirus
REC_035_KL63_PROTEIN_58	630	2139004	431	0.67	0.94	30	451	26	430	207.2.1.28	207	207.2	207.2.1	207.2.1.28	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_28	***  tail protein	-	RBP38	tailspike depolymerase		3.163e-05	160	207.2.1:Pectin lyase-like	REC_035_KL63	Podovirus
REC_035_KL63_PROTEIN_58	630	2048183	230	0.2	0.67	500	623	70	222	10.1.1.282	10	10.1	10.1.1	10.1.1.282	jelly-roll	Concanavalin A-like	Concanavalin A-like lectins/glucanases	EUF07638	***  tail protein	-	RBP38	tailspike depolymerase		0.000362	126	10.1.1:Concanavalin A-like lectins/glucanases	REC_035_KL63	Podovirus
REC_036_KL63_PROTEIN_49	883	2485645	88	0.1	0.98	174	259	3	88	3856.1.2.1	3856	3856.1	3856.1.2	3856.1.2.1	NO_X_NAME	NO_H_NAME	tailspike protein Orf211 N-terminal domain	UNK_F_TYPE	***  tail fiber protein	***  EPS depolymerase	RBP38	tailspike depolymerase		0.0002601	252	3856.1.2:tailspike protein Orf211 N-terminal domain	REC_036_KL63	Siphovirus
REC_036_KL63_PROTEIN_49	883	1144443	458	0.51	0.9	261	711	1	414	207.2.1.28	207	207.2	207.2.1	207.2.1.28	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_28	***  tail fiber protein	***  EPS depolymerase	RBP38	tailspike depolymerase		0.0002985	143	207.2.1:Pectin lyase-like	REC_036_KL63	Siphovirus
REC_037_KL64_PROTEIN_38	791	2879001	313	0.38	0.78	280	578	8	251	5.1.4.312	5	5.1	5.1.4	5.1.4.312	beta-propeller-like	beta-propeller	7-bladed	ANAPC4_WD40_8	***  tail protein	*    unknown function	RBP1	T7 gp12 nozzle-like	TC2	6.885e-05	126	5.1.4:7-bladed	REC_037_KL64	Podovirus
REC_037_KL64_PROTEIN_43	1017	1563551	156	0.08	0.5	172	251	75	152	3856.1.1.1	3856	3856.1	3856.1.1	3856.1.1.1	NO_X_NAME	NO_H_NAME	Putative tailspike protein Orf210 N-terminal domain	EUF07849	***  tail fiber protein	***  colanic acid degradation	RBP19	tailspike depolymerase		0.0001232	233	3856.1.1:Putative tailspike protein Orf210 N-terminal domain	REC_037_KL64	Podovirus
REC_037_KL64_PROTEIN_43	1017	1714446	470	0.66	0.96	248	915	6	458	207.2.1.28	207	207.2	207.2.1	207.2.1.28	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_28	***  tail fiber protein	***  colanic acid degradation	RBP19	tailspike depolymerase		3.63e-05	116	207.2.1:Pectin lyase-like	REC_037_KL64	Podovirus
REC_038_KL64_PROTEIN_36	791	2218	342	0.38	0.89	278	580	38	342	5.1.4.328	5	5.1	5.1.4	5.1.4.328	beta-propeller-like	beta-propeller	7-bladed	ANAPC4_WD40_11	***  tail protein	*    unknown function	RBP1	T7 gp12 nozzle-like	TC2	5.087e-06	133	5.1.4:7-bladed	REC_038_KL64	Podovirus
REC_038_KL64_PROTEIN_43	1017	2409667	158	0.08	0.52	172	255	73	154	3856.1.1.1	3856	3856.1	3856.1.1	3856.1.1.1	NO_X_NAME	NO_H_NAME	Putative tailspike protein Orf210 N-terminal domain	EUF07849	***  tail fiber protein	***  colanic acid degradation	RBP19	tailspike depolymerase		7.45e-05	232	3856.1.1:Putative tailspike protein Orf210 N-terminal domain	REC_038_KL64	Podovirus
REC_038_KL64_PROTEIN_43	1017	1714446	470	0.66	0.97	248	914	6	459	207.2.1.28	207	207.2	207.2.1	207.2.1.28	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_28	***  tail fiber protein	***  colanic acid degradation	RBP19	tailspike depolymerase		2.53e-05	116	207.2.1:Pectin lyase-like	REC_038_KL64	Podovirus
REC_039_KL108_PROTEIN_53	590	1714446	470	0.75	0.94	15	455	30	469	207.2.1.28	207	207.2	207.2.1	207.2.1.28	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_28	***  colanic acid degradation	***  tail spike protein	RBP146	tailspike depolymerase		1.366e-23	1082	207.2.1:Pectin lyase-like	REC_039_KL108	Podovirus
REC_039_KL108_PROTEIN_53	590	1714447	132	0.22	0.99	458	589	2	132	11.21.1.5	11	11.21	11.21.1	11.21.1.5	Immunoglobulin-like beta-sandwich	NO_H_NAME	Ig-like domain in tailspike protein	EUF07794	***  colanic acid degradation	***  tail spike protein	RBP146	tailspike depolymerase		4.427e-12	613	11.21.1:Ig-like domain in tailspike protein	REC_039_KL108	Podovirus
REC_040_KL108_PROTEIN_55	592	1714446	470	0.76	0.97	6	457	17	470	207.2.1.28	207	207.2	207.2.1	207.2.1.28	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_28	***  colanic acid degradation	***  tail spike protein	RBP146	tailspike depolymerase		1.696e-25	1144	207.2.1:Pectin lyase-like	REC_040_KL108	Podovirus
REC_040_KL108_PROTEIN_55	592	1714447	132	0.22	0.98	459	589	2	130	11.21.1.5	11	11.21	11.21.1	11.21.1.5	Immunoglobulin-like beta-sandwich	NO_H_NAME	Ig-like domain in tailspike protein	EUF07794	***  colanic acid degradation	***  tail spike protein	RBP146	tailspike depolymerase		4.766e-12	605	11.21.1:Ig-like domain in tailspike protein	REC_040_KL108	Podovirus
REC_041_KN1_PROTEIN_37	791	2879001	313	0.38	0.75	278	578	16	251	5.1.4.312	5	5.1	5.1.4	5.1.4.312	beta-propeller-like	beta-propeller	7-bladed	ANAPC4_WD40_8	***  tail protein	*    unknown function	RBP1	T7 gp12 nozzle-like	TC2	0.0001718	127	5.1.4:7-bladed	REC_041_KN1	Podovirus
REC_041_KN1_PROTEIN_43	819	2546335	402	0.5	0.99	227	634	8	406	207.2.1.28	207	207.2	207.2.1	207.2.1.28	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_28	***  tail spike protein	***  tail fiber protein	RBP117	tailspike depolymerase with fiber-like elements		9.604e-05	76	207.2.1:Pectin lyase-like	REC_041_KN1	Podovirus
REC_042_KN1_PROTEIN_38	791	135790	333	0.42	0.89	338	669	10	305	5.1.4.44	5	5.1	5.1.4	5.1.4.44	beta-propeller-like	beta-propeller	7-bladed	ANAPC4_WD40_6	***  tail protein	*    unknown function	RBP1	T7 gp12 nozzle-like	TC2	1.251e-05	134	5.1.4:7-bladed	REC_042_KN1	Podovirus
REC_043_KN2_PROTEIN_130	441	185943	120	0.24	0.94	337	440	1	113	3386.1.1.4	3386	3386.1	3386.1.1	3386.1.1.4	gp9 C-terminal domain-like	NO_H_NAME	gp9 C-terminal domain-related	T4_gp9_10_C	***  unknown function	-	RBP96	TC14-like long tail fiber in taipeivirus		6.489e-05	162	3386.1.1:gp9 C-terminal domain-related	REC_043_KN2	Myovirus
REC_043_KN2_PROTEIN_133	1245	1679987	132	0.11	0.92	1106	1244	1	121	3240.1.1	3240	3240.1	3240.1.1	3240.1.1.None	NO_X_NAME	NO_H_NAME	Intramolecular chaperone domain in virus tail spike protein	Peptidase_S74	-    tail fiber protein	***  tail spike protein	RBP37	tailspike depolymerase with fiber-like elements		5.118e-07	343	3240.1.1:Intramolecular chaperone domain in virus tail spike protein	REC_043_KN2	Myovirus
REC_043_KN2_PROTEIN_133	1245	2491358	451	0.34	0.81	195	617	4	370	207.2.1.118	207	207.2	207.2.1	207.2.1.118	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	UNK_F_TYPE	-    tail fiber protein	***  tail spike protein	RBP37	tailspike depolymerase with fiber-like elements		0.0001544	141	207.2.1:Pectin lyase-like	REC_043_KN2	Myovirus
REC_043_KN2_PROTEIN_134	657	2409669	376	0.62	0.96	105	511	1	361	207.2.1.119	207	207.2	207.2.1	207.2.1.119	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	UNK_F_TYPE	***  tail fiber protein	***  EPS depolymerase	RBP27	tailspike depolymerase		2.402e-06	158	207.2.1:Pectin lyase-like	REC_043_KN2	Myovirus
REC_043_KN2_PROTEIN_134	657	1148136	162	0.26	0.9	10	177	2	147	3856.1.1.1	3856	3856.1	3856.1.1	3856.1.1.1	NO_X_NAME	NO_H_NAME	Putative tailspike protein Orf210 N-terminal domain	EUF07849	***  tail fiber protein	***  EPS depolymerase	RBP27	tailspike depolymerase		9.777e-05	148	3856.1.1:Putative tailspike protein Orf210 N-terminal domain	REC_043_KN2	Myovirus
REC_043_KN2_PROTEIN_135	562	1563551	156	0.25	0.74	13	152	2	117	3856.1.1.1	3856	3856.1	3856.1.1	3856.1.1.1	NO_X_NAME	NO_H_NAME	Putative tailspike protein Orf210 N-terminal domain	EUF07849	***  tail fiber protein	***  tail spike protein	RBP71	RaK2 gp526-like		0.0003038	134	3856.1.1:Putative tailspike protein Orf210 N-terminal domain	REC_043_KN2	Myovirus
REC_043_KN2_PROTEIN_203	255	185943	120	0.38	0.88	157	254	8	113	3386.1.1.4	3386	3386.1	3386.1.1	3386.1.1.4	gp9 C-terminal domain-like	NO_H_NAME	gp9 C-terminal domain-related	T4_gp9_10_C	***  unknown function	-	RBP130	TC14-like short tail fiber in taipeivirus		1.296e-07	287	3386.1.1:gp9 C-terminal domain-related	REC_043_KN2	Myovirus
REC_044_KN4_PROTEIN_40	791	2879001	313	0.38	0.78	280	578	8	251	5.1.4.312	5	5.1	5.1.4	5.1.4.312	beta-propeller-like	beta-propeller	7-bladed	ANAPC4_WD40_8	***  tail protein	*    unknown function	RBP1	T7 gp12 nozzle-like	TC2	8.136e-05	133	5.1.4:7-bladed	REC_044_KN4	Podovirus
REC_044_KN4_PROTEIN_47	850	2409669	376	0.71	1.0	213	812	1	376	207.2.1.119	207	207.2	207.2.1	207.2.1.119	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	UNK_F_TYPE	***  tail fiber protein	***  EPS depolymerase	RBP148	tailspike depolymerase		0.0003892	95	207.2.1:Pectin lyase-like	REC_044_KN4	Podovirus
